s,t
476,854
424,815
347,746
107,717
255,871
506,695
371,932
334,869
227,888
338,910
89,198
511,792
149,997
479,812
364,550
459,636
131,727
739,954
160,703
242,769
231,952
369,976
187,898
417,639
370,535
202,653
189,424
499,977
380,676
616,897
545,834
256,494
239,540
258,731
117,269
111,897
749,964
218,690
91,766
578,994
156,819
543,933
582,842
286,873
468,768
125,297
178,704
70,582
254,781
565,763
764,998
167,953
273,606
250,967
223,726
436,793
206,492
57,534
335,850
860,962
447,804
676,829
330,993
58,715
95,343
671,966
352,887
99,746
545,970
625,926
724,954
685,939
399,821
512,860
438,808
52,638
204,616
546,719
200,559
441,832
91,346
446,779
514,843
21,542
3,133
141,633
439,756
121,802
420,952
28,196
93,436
637,702
299,713
497,899
256,735
500,951
133,532
423,725
53,422
72,764
147,717
599,799
440,743
383,728
167,875
252,744
135,704
290,911
293,847
104,446
44,440
494,613
630,727
301,763
426,637
433,987
611,992
536,993
211,824
44,851
254,948
9,301
36,440
590,750
421,633
709,899
834,988
345,752
184,762
144,437
373,771
15,361
307,631
119,469
313,896
185,556
62,627
352,870
499,970
506,981
163,886
711,994
115,495
343,806
348,495
470,703
60,513
393,687
293,605
400,895
400,790
225,824
45,495
32,595
705,999
179,653
191,478
208,918
191,616
561,828
270,775
251,843
13,441
92,375
560,793
52,564
462,965
108,456
47,176
256,898
367,515
51,538
392,907
136,802
24,735
62,491
88,655
411,732
270,579
20,602
348,912
153,805
390,995
475,752
465,771
305,901
412,975
455,862
299,722
59,638
300,876
216,839
242,543
246,880
161,584
240,713
62,395
255,776
411,849
365,587
586,999
237,519
255,957
178,660
437,636
3,478
369,966
645,976
44,517
410,886
438,853
286,815
360,862
359,691
300,740
170,942
364,671
281,671
446,792
306,912
1,610
491,926
434,927
242,776
296,466
462,907
31,810
19,810
112,881
217,772
717,967
169,331
242,720
325,870
161,909
302,965
359,790
390,992
378,920
270,804
549,989
386,766
405,896
403,864
563,871
300,471
465,805
148,703
524,714
53,843
673,918
272,726
42,696
580,930
457,731
317,666
285,771
481,958
85,426
397,590
296,719
307,915
56,787
477,977
384,736
145,435
126,209
241,503
474,843
496,974
210,522
304,596
135,628
288,624
345,989
3,396
128,560
322,610
564,694
88,697
366,886
138,894
649,923
359,976
177,340
263,764
3,572
212,700
451,975
543,964
462,949
260,645
408,840
337,574
602,994
479,950
269,933
504,991
208,993
161,833
222,831
540,941
269,462
297,969
25,268
236,633
195,979
114,855
451,848
111,487
196,550
16,503
458,844
226,804
4,772
442,603
371,570
303,748
307,883
418,729
42,689
283,914
767,869
109,317
553,980
196,706
353,762
170,587
552,897
490,807
302,924
317,971
112,629
110,387
164,551
406,884
186,917
120,727
200,687
45,315
2,280
309,887
554,898
519,901
52,284
292,451
135,394
527,885
109,709
126,581
37,509
90,398
667,828
255,568
489,832
130,609
70,300
52,427
46,437
463,806
199,793
275,664
372,809
490,863
68,505
48,619
846,988
232,531
111,523
278,682
95,238
351,739
167,926
105,243
236,498
170,975
73,225
285,713
229,590
366,756
486,630
405,708
66,831
189,354
476,623
10,156
176,590
844,977
260,742
642,821
434,620
415,622
280,660
343,862
470,909
66,641
142,306
313,795
456,741
107,419
352,751
22,461
632,873
287,784
190,471
548,877
95,645
180,510
182,518
332,821
36,671
372,632
157,774
507,747
3,407
88,375
176,903
293,748
130,760
24,680
391,894
363,485
50,637
187,690
429,808
520,790
507,733
160,300
469,976
324,932
270,730
347,693
301,616
333,794
76,570
166,630
432,819
177,381
497,918
321,805
532,935
544,757
446,764
167,788
28,367
80,608
52,709
161,836
121,695
429,729
110,758
536,870
68,314
195,508
59,612
414,905
252,689
149,571
135,476
706,906
223,737
199,744
275,505
438,666
122,952
281,783
629,939
452,869
591,957
528,948
254,776
156,655
145,815
337,771
199,851
99,492
302,834
575,853
79,342
459,847
31,811
492,860
376,909
48,336
234,980
44,479
171,946
405,946
517,919
203,483
340,479
362,924
175,366
13,278
230,797
183,302
280,996
362,827
147,584
536,781
310,757
515,982
78,457
346,843
126,372
498,768
23,557
344,609
25,355
395,819
454,681
117,655
517,871
699,946
315,649
429,937
232,741
326,696
310,867
167,724
316,969
318,618
31,569
116,366
510,815
250,939
198,453
481,922
679,954
507,936
392,972
183,755
626,936
370,573
297,493
732,925
394,939
273,671
363,902
274,934
140,540
224,978
220,539
22,206
146,642
686,957
410,662
98,505
404,735
538,924
46,809
456,822
62,664
258,500
342,816
743,1000
62,486
638,959
590,951
40,412
69,423
109,530
243,726
208,791
135,520
295,383
240,518
348,582
358,650
47,575
351,677
124,388
662,927
379,712
200,332
381,794
436,854
61,515
231,655
111,604
406,621
105,611
578,830
824,922
177,742
101,589
353,630
213,746
655,999
121,725
345,862
421,611
239,898
698,824
199,462
265,592
384,701
261,660
719,915
35,835
715,945
547,713
16,357
207,462
37,651
31,883
37,343
427,884
164,803
50,660
136,638
341,928
70,636
466,773
307,974
108,568
736,978
281,521
214,614
629,961
384,518
316,471
243,729
585,883
275,536
793,927
375,962
148,672
261,537
402,511
252,533
288,622
407,746
410,697
178,422
359,610
369,620
607,904
326,664
3,226
504,879
290,771
753,977
6,576
227,472
660,898
615,843
336,822
262,657
334,557
294,461
229,775
309,569
810,978
195,920
234,571
255,952
475,791
194,511
418,984
172,557
175,886
256,826
197,643
144,830
552,739
12,712
432,750
370,992
274,1000
417,960
468,838
181,492
204,523
467,830
251,456
446,706
99,407
150,633
273,864
249,615
369,591
189,518
126,664
338,999
130,238
162,990
438,981
200,743
696,957
264,455
656,982
182,681
349,946
99,637
327,817
183,557
365,827
365,923
49,281
341,891
481,727
484,761
587,979
439,799
256,734
607,733
137,353
412,782
14,636
128,320
18,461
147,914
279,640
64,297
504,899
87,591
99,283
431,709
669,832
77,838
514,763
618,920
54,971
324,570
72,578
192,833
153,975
280,490
227,717
406,913
432,620
263,603
562,976
214,958
461,561
691,910
44,666
206,956
717,984
1,392
301,496
304,911
264,629
216,374
361,608
414,980
278,341
84,488
150,504
327,695
373,841
289,539
61,645
30,771
444,825
237,403
359,965
374,823
523,699
425,744
16,348
348,968
494,841
476,796
467,770
382,524
12,283
21,429
186,472
360,611
3,546
67,703
406,792
393,741
168,432
763,992
248,702
600,785
465,985
165,354
125,598
185,464
18,920
6,630
246,875
110,492
490,988
17,205
448,995
233,695
242,960
180,462
311,934
19,286
1,262
268,923
351,857
339,775
21,418
524,779
282,743
570,719
352,574
396,834
699,848
234,808
426,706
33,555
393,563
37,440
154,577
66,675
504,931
109,496
134,654
393,835
19,818
688,950
37,555
94,515
577,950
128,718
544,958
550,879
39,636
524,922
369,599
135,681
21,582
194,875
61,678
596,995
165,927
364,991
586,798
294,888
289,890
325,804
619,873
352,917
312,760
221,655
151,734
200,439
845,997
188,770
434,910
199,695
131,514
526,997
395,928
299,556
178,839
58,752
294,536
413,788
202,691
110,532
27,581
503,938
452,758
225,437
638,872
131,750
614,860
419,981
478,793
274,823
98,696
354,679
126,654
430,906
327,916
650,874
495,638
87,773
209,276
101,273
165,749
371,690
208,707
715,913
12,537
305,879
200,510
626,771
279,658
629,783
205,691
168,384
178,508
647,712
1,392
191,765
457,898
377,854
194,726
4,335
252,818
597,998
285,488
413,768
149,674
492,996
498,748
120,937
244,977
422,843
415,825
184,662
504,985
178,830
264,571
32,471
175,539
134,738
37,853
291,719
717,853
593,926
265,547
515,840
36,315
432,935
495,750
218,764
200,390
136,767
355,787
374,844
418,983
313,681
509,581
365,682
374,794
632,824
634,960
480,858
394,638
187,461
618,781
404,687
5,607
84,419
666,877
124,476
536,811
165,719
36,286
369,948
384,734
286,953
465,716
110,543
625,896
104,826
500,995
297,717
470,832
14,903
557,886
526,919
468,739
639,916
709,935
134,534
471,715
113,649
355,673
336,797
206,524
453,676
392,808
30,781
285,534
207,360
50,735
536,747
644,890
716,915
296,628
132,541
120,651
61,332
10,496
5,531
458,633
559,951
220,453
2,553
559,664
7,399
412,827
343,910
64,798
21,327
66,715
662,858
251,537
481,777
226,723
511,916
40,702
573,886
463,977
361,868
71,622
67,882
286,874
146,904
504,991
311,811
255,777
44,697
131,636
418,734
202,769
393,883
46,718
118,439
372,824
236,372
357,962
365,656
555,970
42,429
192,992
358,783
628,959
74,736
57,361
97,555
48,233
365,531
577,762
14,560
156,471
147,559
598,963
287,873
220,846
540,961
417,908
568,980
313,515
342,979
289,624
107,790
393,909
140,635
370,690
483,640
44,481
91,726
263,716
198,757
577,944
329,769
160,957
291,587
416,947
454,956
753,956
68,262
194,840
137,817
78,509
190,976
167,608
6,582
100,959
410,977
91,426
308,910
463,952
755,888
500,704
471,963
64,486
383,680
333,789
389,799
574,934
559,795
214,913
689,909
494,961
101,527
168,445
230,667
321,841
27,232
932,989
87,677
270,914
394,733
31,700
314,670
96,532
369,756
85,807
125,539
164,449
228,496
491,646
155,884
205,454
242,579
164,693
203,292
298,962
124,672
179,699
184,642
193,706
23,193
371,681
594,910
43,592
210,553
200,511
279,727
328,857
197,656
326,715
659,976
115,782
502,815
246,731
3,415
711,771
358,642
159,540
189,624
32,756
253,515
89,728
339,509
674,908
169,536
201,668
313,558
328,958
295,835
144,698
150,796
475,935
291,804
523,929
549,975
381,984
216,865
608,961
133,436
380,695
209,372
496,845
172,678
341,937
544,842
323,882
327,843
241,900
386,777
434,647
30,448
213,602
57,760
349,843
555,976
227,631
360,827
164,854
169,771
296,652
434,836
448,818
447,789
407,516
434,812
454,702
460,773
543,940
522,781
545,879
223,402
232,963
391,522
319,621
254,684
284,445
95,498
7,532
492,780
230,863
9,474
229,912
519,970
121,820
125,306
102,932
528,748
217,966
183,657
502,689
305,785
574,739
358,754
109,784
222,511
140,264
273,832
107,416
333,654
447,904
683,904
396,830
207,356
296,837
140,408
354,676
344,741
208,763
21,450
22,815
177,789
337,785
264,946
27,560
101,247
18,723
135,473
18,303
471,862
131,827
75,427
101,512
87,483
59,851
341,701
267,644
87,646
345,858
395,563
132,598
158,859
36,403
131,693
612,850
82,356
417,883
45,206
380,580
209,768
12,810
320,956
171,376
47,523
657,891
49,346
698,926
579,925
602,784
498,859
62,323
286,879
381,636
88,619
366,909
98,541
526,959
96,695
34,836
211,980
667,967
681,989
223,493
624,984
95,484
191,718
455,648
15,357
117,717
525,932
397,720
34,600
460,880
251,468
127,584
303,648
96,592
198,787
251,542
556,942
127,688
538,883
299,741
254,969
98,621
188,629
270,920
54,266
603,917
474,661
531,909
571,748
9,272
343,815
342,803
475,885
25,573
211,729
45,540
694,933
125,598
590,896
142,869
793,995
331,752
169,665
190,933
165,703
471,950
72,665
522,923
479,668
687,867
495,756
217,787
242,805
102,781
203,815
19,281
289,892
98,619
293,452
206,698
280,956
206,753
244,871
506,655
519,853
148,363
40,647
85,565
716,929
201,780
312,757
270,817
402,795
204,841
503,865
395,937
525,948
331,649
447,804
418,747
537,952
825,980
52,328
654,999
437,846
130,702
202,881
312,775
481,647
108,615
44,193
522,763
411,773
772,863
574,824
316,720
198,407
247,760
114,546
250,758
121,791
446,883
289,622
247,714
488,888
395,809
175,676
107,438
664,964
704,996
163,712
531,868
268,789
154,531
288,777
573,892
683,910
61,679
552,999
443,930
295,820
276,824
154,544
784,900
262,534
586,1000
310,671
706,971
197,455
667,810
598,938
66,793
704,970
547,878
453,776
106,555
21,372
206,466
623,738
291,718
519,957
248,686
40,839
237,545
39,868
461,973
112,451
378,824
550,827
300,442
208,692
151,678
429,886
97,804
697,806
390,913
74,778
419,885
589,904
208,728
134,311
335,496
380,706
172,936
167,494
16,382
115,773
517,738
643,956
302,403
509,711
761,972
200,839
266,748
455,537
209,363
445,975
73,800
148,375
117,610
452,723
488,963
310,642
44,641
341,731
308,797
69,686
667,891
712,969
199,437
149,792
92,501
124,979
483,939
59,722
305,661
51,812
493,926
264,743
411,936
68,389
61,555
521,863
631,891
247,711
32,210
456,889
170,578
437,890
272,608
72,700
507,966
155,458
243,422
180,696
357,934
139,897
14,604
722,915
233,714
221,539
364,851
163,483
536,979
292,391
350,917
224,453
181,547
237,677
107,687
474,827
286,929
403,926
507,992
69,883
229,886
253,511
495,835
564,769
171,663
597,876
248,990
210,304
219,928
122,530
451,878
212,444
199,512
343,728
38,666
94,933
52,292
256,621
750,875
205,784
668,956
596,791
441,705
92,379
47,298
180,677
469,809
30,552
67,745
76,616
78,528
186,631
537,992
48,565
236,445
724,946
63,662
205,385
324,755
131,872
205,797
62,611
82,701
142,756
643,865
154,631
39,219
151,497
698,897
287,685
22,462
566,798
101,692
398,907
204,882
107,673
641,834
266,908
171,863
486,930
208,630
541,882
229,730
96,328
20,431
48,379
435,846
154,858
59,630
57,656
437,778
173,422
508,783
353,928
453,620
284,856
59,725
541,940
272,722
157,775
580,916
22,552
112,866
263,713
287,485
251,658
77,488
275,742
233,914
370,641
295,889
363,870
185,778
576,989
540,797
168,563
44,510
199,513
263,512
417,782
398,828
687,944
117,571
209,721
112,578
85,393
581,975
64,801
338,514
180,579
141,538
262,893
190,433
153,400
170,614
571,793
501,654
550,937
650,896
287,591
629,850
591,943
34,322
746,900
350,613
33,379
181,859
3,308
182,379
128,293
72,766
37,212
343,549
265,723
66,269
180,617
250,717
66,687
346,932
467,740
512,975
166,706
164,646
212,535
502,957
377,949
363,571
304,637
391,972
284,425
155,947
206,720
264,683
475,858
449,925
486,673
186,831
263,568
108,593
312,683
76,192
75,228
151,372
13,141
300,646
501,773
649,863
268,930
25,478
349,727
520,739
44,543
215,932
441,778
488,925
160,928
19,419
241,899
84,284
263,843
161,405
568,740
136,568
373,877
511,618
5,723
5,593
82,397
422,955
326,710
480,824
340,561
179,863
460,882
70,605
199,896
70,676
319,819
138,664
393,617
517,806
533,690
267,743
875,993
107,901
89,819
261,691
288,723
213,539
408,892
41,736
538,841
356,883
83,425
426,616
243,493
61,452
367,820
54,254
557,745
195,556
44,529
649,946
10,481
303,909
51,520
19,547
12,693
1,268
757,896
141,424
342,834
368,828
370,895
22,417
568,969
19,493
261,544
132,419
168,600
41,218
694,788
99,319
13,868
335,876
316,428
418,555
111,865
4,680
158,777
568,877
667,883
429,821
144,954
663,835
527,759
233,623
350,668
433,918
226,969
127,926
431,948
436,628
142,803
182,730
72,386
246,607
281,644
75,513
229,606
139,796
49,249
441,609
376,995
422,663
202,855
558,892
647,872
483,714
273,983
247,633
517,709
169,546
369,912
224,433
414,835
254,628
26,463
90,302
197,329
3,337
117,537
45,538
400,929
329,957
344,827
415,912
625,869
436,742
586,912
68,830
162,858
273,774
64,605
64,622
213,489
342,912
209,647
15,686
337,837
373,687
19,388
358,686
443,775
200,752
295,574
343,715
258,910
462,814
82,472
138,843
357,883
391,674
158,933
399,970
43,212
559,768
402,699
15,645
324,539
13,553
8,336
281,581
160,937
365,935
200,482
347,750
22,336
492,922
42,646
239,929
54,268
372,834
144,543
57,375
105,886
187,931
343,651
227,779
449,764
255,963
499,724
641,893
430,983
309,628
405,634
483,983
34,344
24,561
693,980
5,360
435,972
6,381
368,918
326,780
126,823
46,471
45,386
566,981
497,708
10,364
450,976
539,743
786,975
33,121
447,597
391,702
694,956
406,833
142,841
113,770
251,838
347,532
59,507
114,238
190,801
191,678
9,123
203,383
219,395
84,815
145,967
171,475
369,521
311,590
268,754
693,961
91,528
210,622
414,626
740,879
159,811
171,389
119,310
71,902
188,758
552,772
74,818
376,500
389,996
322,704
428,758
474,838
98,363
121,720
263,880
176,924
187,350
133,460
104,610
674,992
189,827
128,524
102,454
92,556
139,354
342,710
119,916
744,876
15,574
257,423
393,629
262,909
270,797
96,511
313,961
266,521
241,644
236,932
109,672
259,587
411,576
89,713
43,477
86,709
572,973
401,684
389,538
439,750
206,805
241,731
66,308
271,925
116,561
493,954
123,629
175,581
48,910
442,885
381,790
2,649
378,805
317,806
152,551
50,292
252,982
202,593
218,571
320,966
168,455
664,856
300,563
443,998
194,493
104,256
676,927
657,816
339,808
221,461
211,378
82,713
450,733
270,415
466,663
484,906
370,947
474,962
403,849
444,675
437,963
746,998
666,922
80,296
372,756
429,841
253,505
31,528
492,846
4,537
58,273
45,430
472,736
603,879
364,647
71,597
614,997
627,974
494,996
303,622
698,952
155,566
329,818
190,781
87,744
634,892
146,755
321,674
212,592
97,490
210,732
390,769
70,722
305,803
132,857
491,871
185,757
305,643
322,819
317,989
101,323
532,906
260,396
463,660
37,178
567,993
121,754
326,951
184,885
253,454
97,508
43,192
273,751
226,757
624,971
95,474
515,747
160,523
338,851
347,828
434,651
343,763
254,991
63,592
94,445
483,942
740,916
63,747
275,786
641,913
457,552
461,846
310,672
290,867
678,945
565,931
493,632
293,610
295,683
711,961
233,563
641,888
283,591
280,787
423,647
536,791
10,452
536,751
81,370
446,912
303,704
148,539
484,691
95,828
516,781
433,568
424,769
717,904
465,797
158,682
172,370
385,732
450,777
221,918
230,802
225,709
41,736
485,910
80,883
34,232
200,406
538,922
355,703
48,760
125,844
241,600
199,461
670,837
140,889
347,995
80,853
307,895
496,771
39,567
471,789
62,816
158,443
195,689
125,484
303,513
698,999
131,520
236,520
315,668
127,412
19,550
324,712
400,812
513,819
506,998
213,631
672,986
31,420
337,765
223,721
96,795
154,683
406,945
544,938
40,642
437,717
575,893
446,733
378,474
173,796
99,512
490,671
406,870
70,980
148,300
98,294
398,614
420,747
519,701
259,455
396,829
458,870
394,814
138,771
437,922
186,569
320,710
372,886
51,498
667,870
165,530
201,557
103,510
189,842
234,324
538,835
332,891
137,753
474,899
275,740
151,876
470,848
331,971
412,771
22,367
505,980
133,678
413,900
215,402
149,507
623,834
297,874
198,721
382,827
220,573
312,666
646,884
301,908
492,873
227,954
296,510
458,933
50,597
76,725
213,744
77,962
214,610
86,776
373,951
166,542
247,505
451,698
529,799
733,868
258,707
175,553
69,621
381,763
477,943
108,648
181,485
432,901
85,990
95,851
24,294
212,880
314,829
55,517
133,955
54,531
95,920
229,539
430,678
560,702
5,377
324,561
678,781
227,393
18,369
113,521
3,597
780,876
37,521
136,946
72,348
357,793
292,838
64,408
193,826
32,579
109,728
107,399
247,928
171,637
88,638
490,881
208,719
91,561
160,415
475,809
191,442
627,734
112,380
519,966
280,931
5,286
36,418
183,784
394,856
58,339
20,186
352,741
383,627
253,867
501,884
227,814
248,990
269,677
94,458
121,649
155,625
65,802
488,951
294,630
332,730
168,695
117,533
416,734
646,914
213,718
342,593
49,610
83,500
25,115
281,822
354,779
31,352
138,390
194,750
149,839
337,921
243,607
521,882
611,863
383,869
113,875
557,994
502,843
469,911
333,849
79,637
351,762
353,933
109,473
140,416
491,867
725,952
552,859
8,631
89,570
714,959
140,885
35,730
56,686
121,369
57,385
370,955
231,577
134,539
423,948
74,889
7,804
351,458
16,297
236,645
513,876
132,793
473,822
67,449
173,341
611,940
304,690
755,874
71,698
104,519
722,999
378,851
733,976
415,957
316,619
291,737
305,888
109,424
269,850
174,529
186,376
6,288
15,588
122,406
522,792
61,778
90,484
66,380
482,623
640,971
393,679
249,551
2,310
608,867
327,958
543,979
215,692
319,651
518,863
41,582
544,841
162,961
708,940
657,817
200,540
606,816
162,755
470,627
225,684
69,507
641,779
160,621
176,372
276,817
508,787
624,735
195,884
329,961
199,594
491,869
191,397
165,542
543,992
503,812
269,933
178,644
335,877
204,854
157,801
168,814
162,855
336,906
175,527
112,325
146,674
169,864
77,383
173,503
409,671
581,964
311,456
32,765
103,825
191,427
286,640
77,679
41,385
171,831
609,928
304,882
75,360
14,560
606,873
431,675
38,393
111,496
519,792
268,721
215,588
221,345
636,832
74,655
199,826
73,677
517,924
307,700
110,533
170,566
225,964
508,784
342,895
1,300
97,788
361,919
661,906
459,980
67,754
165,776
49,493
221,599
706,923
596,959
374,987
457,988
194,770
764,995
286,550
309,902
187,614
670,876
190,749
60,501
180,798
578,991
583,832
303,754
160,928
515,741
442,893
648,898
445,678
187,522
210,475
623,809
11,607
384,866
204,916
157,780
118,314
470,869
317,768
210,490
509,776
110,422
163,397
276,818
60,745
475,679
733,877
82,958
13,705
24,668
180,913
608,954
153,750
459,869
578,938
251,422
370,856
77,753
449,802
115,640
58,566
51,537
561,760
175,421
184,680
306,975
73,445
256,860
292,589
19,805
582,951
351,916
333,853
213,370
512,849
458,773
377,860
68,295
99,375
208,542
203,807
554,809
412,966
217,400
141,711
328,872
196,614
163,437
44,709
315,856
245,618
427,864
241,668
711,831
391,934
159,555
276,803
602,908
388,778
358,960
61,465
119,332
623,974
15,583
268,477
196,943
505,926
231,744
636,949
461,777
461,843
243,826
256,645
133,699
363,609
142,586
34,770
159,719
368,949
364,667
93,548
408,596
288,975
444,802
507,644
476,970
279,721
167,664
208,969
67,933
20,575
274,841
216,684
216,782
431,809
269,896
47,477
274,711
91,415
4,436
39,775
219,635
161,970
546,855
180,871
232,968
326,694
285,721
539,878
237,579
482,952
42,575
145,609
267,755
407,975
96,795
427,788
152,338
473,904
270,480
611,796
241,756
706,899
556,773
472,893
216,611
555,986
603,931
773,911
595,972
417,950
423,927
98,519
196,946
493,726
498,838
242,539
614,872
117,867
624,932
298,710
173,903
507,750
193,563
361,725
117,922
121,764
241,529
430,720
463,987
229,707
3,169
625,918
171,713
29,516
23,574
379,669
164,501
330,519
154,517
231,716
416,934
301,412
27,727
333,693
54,359
62,325
139,346
127,718
373,707
62,687
382,798
660,879
418,792
233,652
282,740
16,478
159,481
122,368
385,577
296,887
432,939
610,949
79,755
406,693
412,766
164,591
154,512
335,538
369,606
279,560
129,783
226,525
466,618
527,792
279,777
623,980
346,746
456,909
723,990
12,340
605,849
276,472
455,883
141,807
422,718
281,730
240,843
334,534
209,668
17,818
150,752
351,975
127,867
278,746
264,918
222,785
160,650
8,265
303,706
352,685
65,541
559,924
437,805
158,949
54,493
63,740
486,819
50,570
189,508
157,540
193,693
486,890
278,836
66,521
87,322
347,799
589,975
206,964
88,857
88,627
30,500
405,655
78,466
82,685
62,407
219,954
278,748
135,848
145,825
122,334
564,847
50,472
378,735
534,984
130,816
356,937
111,492
72,581
623,944
614,975
445,978
417,588
90,542
41,811
61,453
121,439
99,424
84,304
383,779
54,710
187,495
392,923
127,338
427,813
10,960
453,913
310,874
615,852
208,719
131,593
62,263
669,881
114,807
430,792
23,576
390,860
636,905
398,699
315,975
160,807
655,987
259,783
384,659
26,773
522,694
146,840
59,514
80,262
382,797
364,905
98,646
565,889
535,820
104,595
682,843
151,554
223,525
532,916
348,936
362,668
99,830
18,687
454,832
141,750
86,808
633,933
425,886
572,958
57,461
23,701
506,923
543,865
551,985
234,365
149,761
277,723
116,526
483,996
79,196
231,763
707,874
9,514
119,831
347,731
48,474
297,770
167,883
269,949
397,679
35,433
152,926
71,929
383,991
300,675
350,698
116,654
601,980
321,621
175,679
276,858
93,572
13,117
198,632
38,755
288,956
347,509
34,424
19,634
361,602
109,407
218,648
147,538
555,918
533,698
255,560
157,738
147,514
425,783
481,957
81,469
295,627
281,683
623,891
64,766
111,488
517,994
449,877
60,400
75,809
197,791
536,890
314,662
500,945
316,457
475,950
534,794
564,746
78,798
263,530
508,977
268,809
359,826
265,621
316,698
363,603
30,541
99,693
226,502
186,377
388,837
288,540
390,905
366,487
2,515
213,878
156,447
294,870
12,571
405,806
138,626
346,884
259,938
120,739
206,858
275,856
131,677
3,326
166,567
2,614
426,698
279,582
386,584
488,800
175,725
554,663
221,542
148,479
309,832
213,712
153,897
108,457
235,932
67,728
535,988
50,468
686,876
588,895
806,1000
497,982
34,290
52,191
583,901
286,907
223,687
329,931
250,812
292,487
14,358
169,667
359,900
604,968
193,452
34,569
657,819
10,714
214,627
136,650
429,851
159,774
478,740
287,964
294,507
150,497
183,467
385,595
297,494
376,800
240,544
81,575
482,974
267,584
254,581
139,520
281,821
6,204
299,469
9,815
70,467
705,915
500,921
483,806
310,646
269,929
309,592
309,537
136,816
585,902
244,775
18,386
398,987
202,930
403,788
852,980
222,537
2,514
293,647
126,298
213,555
9,598
426,635
101,442
17,561
292,704
618,987
475,824
418,992
460,687
231,822
98,720
394,988
174,993
427,730
245,855
423,824
382,797
257,549
178,433
119,403
43,527
280,458
807,964
523,995
265,761
339,844
260,808
42,385
24,363
565,927
38,732
242,723
49,515
333,550
19,639
614,855
87,534
79,626
177,886
212,460
113,839
661,819
804,980
343,785
567,856
7,370
312,848
130,855
248,997
437,879
69,653
381,809
144,809
193,569
437,996
330,948
515,769
536,707
350,885
194,788
712,910
348,957
252,822
400,581
716,948
41,440
578,851
183,952
396,683
162,840
243,415
495,906
368,912
712,947
41,344
513,806
547,918
701,853
393,887
565,937
343,637
283,959
113,428
480,910
83,713
522,964
415,801
572,953
455,904
183,670
161,917
297,951
171,814
663,980
407,680
36,442
724,846
370,841
188,723
247,782
434,627
35,733
344,960
306,778
432,690
34,718
465,864
40,728
144,818
746,890
313,964
260,489
220,665
609,986
375,787
281,729
394,829
87,821
527,941
184,762
25,774
183,985
284,963
11,707
556,638
302,845
182,775
457,775
384,798
500,975
14,348
168,741
287,774
58,694
735,879
419,801
265,734
89,784
180,734
179,679
207,879
535,774
340,647
379,916
183,758
500,992
572,799
1,282
350,921
284,645
78,515
444,806
334,809
422,649
44,405
729,899
241,576
201,822
130,752
128,404
436,719
225,588
6,536
134,683
500,834
2,686
267,661
286,452
163,452
597,717
124,558
411,932
458,931
594,866
667,891
500,657
615,967
98,518
504,869
249,997
128,815
142,758
46,256
24,251
17,469
401,672
294,672
385,950
589,923
27,627
592,730
269,775
303,410
189,374
362,693
416,804
238,868
76,714
291,841
361,570
302,1000
392,751
611,739
439,671
337,628
740,977
237,572
575,980
35,321
57,665
437,638
332,568
554,752
219,497
204,627
150,459
429,970
256,815
107,421
37,358
501,661
59,822
31,320
112,463
617,958
434,743
426,902
83,815
228,596
434,666
414,825
201,721
65,721
152,736
263,986
342,451
16,485
184,966
259,686
573,732
435,824
534,859
232,859
129,353
704,971
307,817
75,711
144,601
67,559
182,744
73,251
147,534
70,759
299,873
177,827
141,463
67,412
60,538
147,829
400,704
263,655
312,987
427,667
152,766
49,524
531,915
94,415
432,727
8,495
515,752
437,752
82,566
230,876
340,801
41,477
573,810
448,843
421,764
64,284
457,668
235,627
405,795
354,954
410,949
551,991
473,886
170,588
124,659
388,920
21,433
521,919
239,902
402,912
704,905
636,765
106,520
28,847
137,770
292,738
403,946
104,469
276,844
192,558
21,577
730,983
3,550
314,488
61,226
267,872
350,867
428,903
350,568
393,772
71,921
12,422
135,376
152,606
513,943
221,692
53,834
18,428
208,870
77,773
49,757
292,690
249,872
31,672
605,844
78,767
309,887
124,668
119,433
225,853
96,271
265,731
451,799
335,704
207,699
26,620
239,684
385,972
576,893
478,908
134,349
261,556
550,874
562,902
348,581
109,929
60,625
231,920
139,629
149,579
146,918
604,851
359,643
194,692
282,864
497,649
138,646
409,945
457,767
186,668
106,363
160,443
4,386
133,926
11,711
187,709
334,940
688,999
96,701
135,486
191,426
47,666
392,845
499,819
187,758
473,691
194,684
441,826
354,710
456,759
482,713
428,991
602,897
98,697
297,742
58,232
394,759
116,415
23,634
302,784
209,732
493,790
306,921
151,390
81,347
212,576
444,665
398,647
378,673
603,921
564,874
266,436
71,557
157,936
190,693
223,509
148,642
222,482
517,842
185,416
154,539
164,782
72,294
52,440
122,850
253,762
297,699
453,882
381,936
275,732
367,870
291,889
373,500
497,888
187,947
17,504
156,697
117,890
309,741
177,682
58,385
41,477
49,598
269,761
194,931
549,710
214,488
324,535
158,774
171,711
194,863
515,954
328,970
532,976
304,803
38,534
554,914
263,874
527,679
473,975
17,468
537,971
400,965
171,625
4,346
409,824
630,986
141,937
502,781
556,678
249,982
926,991
279,925
245,939
326,617
139,829
207,742
101,286
3,394
91,362
236,497
227,472
452,757
359,731
631,985
528,737
335,844
258,925
585,951
11,265
513,959
204,687
241,530
384,756
19,424
502,856
138,725
673,984
233,698
713,916
317,535
399,982
22,620
251,999
129,966
172,765
77,429
249,765
235,449
143,819
157,666
